Provfiske;Area;Areanamn;Sektion;Sektion_namn;Station;Stations_namn;Position_N;Position_E;Redskap;Årtal;Vecka;Dag;Vtn.stånd;YtTmp I;YtTmp Upp;VindRiktn.I;VindSt.I;Vind_upp_rikn;VindSt.Upp;Ström_I_rikn;Ström_upp_rikn;Salthalt_I_yta;Salthalt_I_botten;Salthalt_upp_yta;Salthalt_upp_botten;Drift_i;Drift_u;Drift_dim;Siktdjup;Lufttryck_i;Lufttryck_upp;Ansträngning;Sjuk_kontroll;Nr;Störning;TmpBtnI;TmpBtnU;Art;Vikt;Längdgr_std;Antal;<>;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;84;85;86;87;88;89;90;91;93;94;96;97;98;99;101;103;104;106;109;111;114;116
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1989;44;4;59;;;246;2;218;3;;;;;;;2;2;0;999;760;763;1;1;2;0;17.7;17.6;MÖRT;6.62;2;55;;;;;;;;2;;6;;;22;;7;;;4;;8;;;5;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1989;45;2;56;;;200;4;140;6;;;;;;;2;2;0;999;761;761;1;1;1;0;17.3;17.3;BJÖR;0.06;2;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1989;45;2;56;;;200;4;140;6;;;;;;;2;2;0;999;761;761;1;1;1;0;17.3;17.3;MÖRT;2.6;2;33;;;;;;;;6;;10;;;5;;6;;;5;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1989;45;2;56;;;200;4;140;6;;;;;;;2;2;0;999;761;761;1;1;2;0;17.1;17.2;ABBO;1.07;2;17;;;;;;;;1;;7;;;6;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1989;45;2;56;;;200;4;140;6;;;;;;;2;2;0;999;761;761;1;1;2;0;17.1;17.2;GERS;0.36;2;16;;;;;15;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1989;45;2;56;;;200;4;140;6;;;;;;;2;2;0;999;761;761;1;1;2;0;17.1;17.2;MÖRT;6.83;2;58;;;;;;;;1;;6;;;11;;16;;;14;;9;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1989;45;4;55;;;266;6;167;5;;;;;;;2;2;0;999;760;761;1;1;1;0;17.3;17.1;MÖRT;0.92;2;12;;;;;;;;3;;2;;;4;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1989;45;4;55;;;266;6;167;5;;;;;;;2;2;0;999;760;761;1;1;2;0;17.3;17;ABBO;1;2;19;;;;;;;;6;;5;;;6;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1989;45;4;55;;;266;6;167;5;;;;;;;2;2;0;999;760;761;1;1;2;0;17.3;17;BJÖR;0.3;2;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1989;45;4;55;;;266;6;167;5;;;;;;;2;2;0;999;760;761;1;1;2;0;17.3;17;GERS;0.1;2;3;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1989;45;4;55;;;266;6;167;5;;;;;;;2;2;0;999;760;761;1;1;2;0;17.3;17;MÖRT;7.46;2;57;;;;;;;;4;;1;;;17;;11;;;11;;9;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;45;5;44;;;320;8;230;2;;;;;;;2;2;0;999;767;767;1;1;1;0;16.5;16.2;BJÖR;0.03;2;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;45;5;44;;;320;8;230;2;;;;;;;2;2;0;999;767;767;1;1;1;0;16.5;16.2;ID;0.58;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;45;5;44;;;320;8;230;2;;;;;;;2;2;0;999;767;767;1;1;1;0;16.5;16.2;MÖRT;1.31;2;29;;;;;;;;14;;5;;;8;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;45;5;44;;;320;8;230;2;;;;;;;2;2;0;999;767;767;1;1;2;0;16.1;15.6;ABBO;1.16;2;16;;;;;2;;;6;;4;;;2;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;45;5;44;;;320;8;230;2;;;;;;;2;2;0;999;767;767;1;1;2;0;16.1;15.6;BJÖR;0.32;2;7;;;;;;;;;;3;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;45;5;44;;;320;8;230;2;;;;;;;2;2;0;999;767;767;1;1;2;0;16.1;15.6;GERS;0.04;2;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;45;5;44;;;320;8;230;2;;;;;;;2;2;0;999;767;767;1;1;2;0;16.1;15.6;ID;0.75;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;45;5;44;;;320;8;230;2;;;;;;;2;2;0;999;767;767;1;1;2;0;16.1;15.6;LÖJA;0.03;2;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;45;5;44;;;320;8;230;2;;;;;;;2;2;0;999;767;767;1;1;2;0;16.1;15.6;MÖRT;4.86;2;57;;;;;;;;5;;7;;;26;;8;;;9;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;2;42;;;230;6;240;7;;;;;;;2;2;0;999;769;765;1;1;1;0;15.8;13.2;ABBO;0.02;2;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;2;42;;;230;6;240;7;;;;;;;2;2;0;999;769;765;1;1;1;0;15.8;13.2;BJÖR;0.05;2;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;2;42;;;230;6;240;7;;;;;;;2;2;0;999;769;765;1;1;1;0;15.8;13.2;MÖRT;0.55;2;16;;;;;;;;10;;5;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;2;42;;;230;6;240;7;;;;;;;2;2;0;999;769;765;1;1;1;0;15.8;13.2;VIMM;0.58;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;2;42;;;230;6;240;7;;;;;;;2;2;0;999;769;765;1;1;2;0;15.5;14.8;ABBO;1.95;2;15;;;;;;;;7;;2;;;1;;2;;;;;;;;;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;2;42;;;230;6;240;7;;;;;;;2;2;0;999;769;765;1;1;2;0;15.5;14.8;BJÖR;0.24;2;8;;;;;1;;;5;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;2;42;;;230;6;240;7;;;;;;;2;2;0;999;769;765;1;1;2;0;15.5;14.8;GERS;0.25;2;9;;;;;5;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;2;42;;;230;6;240;7;;;;;;;2;2;0;999;769;765;1;1;2;0;15.5;14.8;MÖRT;5.72;2;62;;;;;;;;7;;13;;;19;;14;;;;;3;;;4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;2;42;;;230;6;240;7;;;;;;;2;2;0;999;769;765;1;1;2;0;15.5;14.8;VIMM;1.08;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;4;52;;;100;7;120;6;;;;;;;2;2;0;999;761;758;1;1;1;0;14.5;14.4;ABBO;0.46;2;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;4;52;;;100;7;120;6;;;;;;;2;2;0;999;761;758;1;1;1;0;14.5;14.4;BJÖR;0.31;2;2;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;4;52;;;100;7;120;6;;;;;;;2;2;0;999;761;758;1;1;1;0;14.5;14.4;MÖRT;0.91;2;11;;;;;;;;5;;;;;2;;2;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;4;52;;;100;7;120;6;;;;;;;2;2;0;999;761;758;1;1;2;0;14.2;14.2;ABBO;0.82;2;6;;;;;;;;1;;1;;;;;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;4;52;;;100;7;120;6;;;;;;;2;2;0;999;761;758;1;1;2;0;14.2;14.2;BJÖR;0.05;2;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;4;52;;;100;7;120;6;;;;;;;2;2;0;999;761;758;1;1;2;0;14.2;14.2;GERS;0.03;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;4;52;;;100;7;120;6;;;;;;;2;2;0;999;761;758;1;1;2;0;14.2;14.2;MÖRT;1.92;2;19;;;;;;;;;;3;;;7;;4;;;4;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;4;52;;;100;7;120;6;;;;;;;2;2;0;999;761;758;1;1;2;0;14.2;14.2;VIMM;0.41;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;5;47;;;120;6;190;5;;;;;;;2;2;0;999;758;750;1;1;1;0;14.7;15;MÖRT;2.45;2;59;;;;;;;;22;;25;;;10;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;5;47;;;120;6;190;5;;;;;;;2;2;0;999;758;750;1;1;2;0;13.6;14.4;ABBO;0.76;2;16;;;;;;;;10;;2;;;1;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;5;47;;;120;6;190;5;;;;;;;2;2;0;999;758;750;1;1;2;0;13.6;14.4;BJÖR;0.24;2;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;5;47;;;120;6;190;5;;;;;;;2;2;0;999;758;750;1;1;2;0;13.6;14.4;GÄDD;0.45;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;5;47;;;120;6;190;5;;;;;;;2;2;0;999;758;750;1;1;2;0;13.6;14.4;GERS;0.06;2;3;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;5;47;;;120;6;190;5;;;;;;;2;2;0;999;758;750;1;1;2;0;13.6;14.4;ID;0.2;2;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;46;5;47;;;120;6;190;5;;;;;;;2;2;0;999;758;750;1;1;2;0;13.6;14.4;MÖRT;3.73;2;60;;;;;;;;17;;19;;;13;;7;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;47;2;74;;;320;3;10;4;;;;;;;2;2;0;999;747;749;1;1;1;0;14.6;14.4;MÖRT;0.28;2;7;;;;;;;;3;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;47;2;74;;;320;3;10;4;;;;;;;2;2;0;999;747;749;1;1;2;0;14.3;14.2;ABBO;1.85;2;13;;;;;1;;;4;;2;;;2;;;;;;;1;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;47;2;74;;;320;3;10;4;;;;;;;2;2;0;999;747;749;1;1;2;0;14.3;14.2;GERS;0.17;2;6;;;;;1;;;4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;47;2;74;;;320;3;10;4;;;;;;;2;2;0;999;747;749;1;1;2;0;14.3;14.2;MÖRT;2.75;2;52;;;;;;;;4;;20;;;12;;14;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;47;2;74;;;320;3;10;4;;;;;;;2;2;0;999;747;749;1;1;2;0;14.3;14.2;VIMM;0.22;2;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;47;3;18;;;10;4;40;10;;;;;;;2;2;0;999;749;755;1;1;1;0;14.4;14.1;MÖRT;0.02;2;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;47;3;18;;;10;4;40;10;;;;;;;2;2;0;999;749;755;1;1;1;0;14.4;14.1;VIMM;0.03;2;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;47;3;18;;;10;4;40;10;;;;;;;2;2;0;999;749;755;1;1;2;0;14.2;13.9;ABBO;2.14;2;23;;;;;;;;2;;7;;;2;;4;;;5;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;47;3;18;;;10;4;40;10;;;;;;;2;2;0;999;749;755;1;1;2;0;14.2;13.9;BJÖR;0.05;2;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;47;3;18;;;10;4;40;10;;;;;;;2;2;0;999;749;755;1;1;2;0;14.2;13.9;GÄDD;1.2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;47;3;18;;;10;4;40;10;;;;;;;2;2;0;999;749;755;1;1;2;0;14.2;13.9;GERS;0.02;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1990;47;3;18;;;10;4;40;10;;;;;;;2;2;0;999;749;755;1;1;2;0;14.2;13.9;MÖRT;2.72;2;37;;;;;;;;8;;6;;;15;;2;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1991;45;2;37;;;180;8;200;7;;;;;;;2;2;0;999;734;744;1;1;1;0;16.1;15.7;ABBO;0.02;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1991;45;2;37;;;180;8;200;7;;;;;;;2;2;0;999;734;744;1;1;1;0;16.1;15.7;BJÖR;0.08;2;3;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1991;45;2;37;;;180;8;200;7;;;;;;;2;2;0;999;734;744;1;1;1;0;16.1;15.7;MÖRT;0.86;2;19;;;;;;;;7;;7;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BT09V;BT;Biotestsjön. Forsmark;1;Biotestsjön;4;Tallhällen;60 25.790;18 11.629;9;1991;45;2;37;;;180;8;200;7;;;;;;;2;2;0;999;734;744;1;1;2;0;15.9;15.4;ABBO;0.14;2;5;;;;;1;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
